Country;Area;Waterbody Type;Date;Ammonia (mg/l);Biochemical Oxygen Demand (mg/l);Dissolved Oxygen (mg/l);Orthophosphate (mg/l);pH (ph units);Temperature (cel);Nitrogen (mg/l);Nitrate (mg/l);CCME_Values;CCME_WQI
Canada;ES040ESBT000400031;River;31/05/2020;0.05;213.333;9.824;0.061;7.79;19.3;0.4;44.85;9.311.672.543.579.720;Good
Canada;ES0913019;River;01/06/2020;0.13;213.333;8.675;0.05;7.79;9.45;0.4;1.175;100.0;Excellent
Canada;ES100ESBT08191-0037;River;02/06/2020;20.0;213.333;9.824;0.061;7.79;164.725;0.4;41.15;5.374.292.850.625.200;Marginal
Canada;ES0912095;River;03/06/2020;0.13;213.333;10.0;0.175;793.333;11.55;0.4;38.675;8.794.208.919.951.240;Good
Canada;ES0911251;River;04/06/2020;0.13;213.333;9.775;0.06625;7.35;13.3;0.4;8.45;930.274.161.683.984;Good
Canada;ES100ESPF200041000;River;05/06/2020;0.1;2.0;8.882;0.406;765.667;11.676;0.4;5.0;7.744.869.692.978.830;Fair
Canada;ES0911520;River;07/06/2020;0.13;213.333;9.56;0.375;7.575;15.22;0.4;4.875;7.860.337.109.557.280;Fair
Canada;ES0913025;River;08/06/2020;0.13;213.333;9.95;0.05;808.333;13.375;0.4;6.725;100.0;Excellent
Canada;ES0913033;River;09/06/2020;0.13;213.333;9.4;0.06375;737.333;13.125;0.4;2.125;930.738.083.584.153;Good
Canada;ES0911435;River;10/06/2020;0.13;213.333;1.033.333.333;0.05;7.9;1.126.666.667;0.4;3.233.333.333;100.0;Excellent
Canada;ES0912221;River;11/06/2020;0.13;213.333;9.65;0.05;826.417;12.875;0.4;4.7;100.0;Excellent
Canada;ES030ESPFTA57410004;River;12/06/2020;0.1;2.0;7.44;0.15;676.667;17.16;0.4;4.244;8.930.746.921.663.360;Good
Canada;ES040ESPF000400396_1;River;13/06/2020;0.3525;2.0;9.175;5.7;793.333;13.8;0.4;23.25;473.643.451.038.805;Marginal
Canada;ES040ESPF000400410;River;14/06/2020;0.1975;2.0;8.425;0.2825;785.833;12.925;0.4;5.0;8.249.845.762.284.660;Good
Canada;ES080ESPFES080-JU126;River;15/06/2020;0.05;2.0;9.85;0.05;785.833;16.5;0.4;11.5;100.0;Excellent
Canada;ES080ESPFES080-JU171;River;16/06/2020;0.102125;2.957.142.857;8.745;0.1375625;7.78;18.85;0.4;141.125;899.818.161.655.187;Good
Canada;ES0910205;River;17/06/2020;0.13;213.333;9.825;0.05;819.917;12.825;0.4;2.925;100.0;Excellent
Canada;ES0912053;River;18/06/2020;0.13;213.333;10.0;0.12375;771.364;13.275;0.4;59.55;8.444.947.425.384.760;Good
Canada;ES0910065;River;19/06/2020;0.13;213.333;10.15;0.05;770.833;11.825;0.4;2.275;100.0;Excellent
Canada;ES020ESPF004300679;River;20/06/2020;0.1;5.0;10.688;0.2;736.667;16.38;0.4;65.425;8.659.700.897.114.690;Good
Canada;ES030ESPFTA59710007;River;21/06/2020;0.684;2.0;9.824;0.468;770.833;12.0;0.4;5.0;7.213.893.743.300.220;Fair
Canada;ES030ESPFTA59710006;River;22/06/2020;0.1;2.0;9.824;0.15;782.167;12.0;0.4;0.647;8.930.746.921.663.360;Good
Canada;ES080ESPFES080-JU177;River;23/06/2020;0.1915;2.08;6.409.528.571;0.93375;881.923;1.780.006.098;0.4;16.95;6.298.869.316.264.310;Marginal
Canada;ES060ESBTC-06-21-002;River;24/06/2020;20.0;213.333;9.824;0.061;809.333;16.5;0.4;57.0;5.124.129.514.021.010;Marginal
Canada;ES080ESBT08-149-CA003;River;25/06/2020;0.046;213.333;9.824;0.061;73.596;19.4;0.4;50.0;8.630.330.084.842.130;Good
Canada;ES030ESBTCA03000100;River;26/06/2020;0.046;213.333;9.824;0.061;66.015;11.5;0.4;15.25;9.311.672.543.579.720;Good
Canada;ES0911453;River;27/06/2020;0.13;213.333;11.05;0.1225;8.835;13.35;0.4;3.075;8.497.217.599.420.940;Good
Canada;ES0912140;River;28/06/2020;0.13;213.333;9.675;1.25;791.083;13.45;0.4;11.125;609.120.554.049.463;Marginal
Canada;ES030ESPFTA53701003;River;29/06/2020;0.1;2.0;9.452;0.15;775.833;14.6;0.4;516.714.107;8.930.746.921.663.360;Good
Canada;ES064ESBTAA0010040;River;30/06/2020;0.2;213.333;9.824;0.061;7.65;13.2;0.4;56.1;8.622.077.187.499.690;Good
Canada;ES020ESPF004300663;River;01/07/2020;0.1;5.0;9.158;0.2;748.154;12.96;0.4;9.55;8.659.700.897.114.690;Good
Canada;ES030ESPFTA56301006;River;02/07/2020;0.7125;2.0;8.95;0.325;775.417;14.625;0.4;20.0;7.656.039.555.655.020;Fair
Canada;ES100ESPF040001000;River;03/07/2020;2.396;2.0;1.693.047.619;1.624;759.167;1.891.285.714;0.4;1.059.760.441;5.226.981.742.008.080;Marginal
Canada;ES100ESPF200019500;River;04/07/2020;20.0;213.333;9.824;0.2;82.175;12.0;0.4;5.0;5.307.692.186.833.520;Marginal
Canada;ES030ESPFTA62312004;River;05/07/2020;0.1;2.828.571.429;7.853.333.333;0.15;8.0;1.349.333.333;0.4;5.0;8.930.746.921.663.360;Good
Canada;ES091ESBT230810105;River;06/07/2020;0.05;4.025;10.48;0.7325;786.583;13.25;0.4;40.25;6.853.019.605.730.810;Fair
Canada;ES080ESBT08-161-CA001;River;07/07/2020;0.17;213.333;9.824;0.061;784.167;15.7;0.4;2.39;9.311.672.543.579.720;Good
Canada;ES0912138;River;08/07/2020;0.13;213.333;9.6;0.05;780.583;1.126.666.667;0.4;1.0;100.0;Excellent
Canada;ES040ESBT000400167;River;10/07/2020;0.2;213.333;9.824;0.061;765.517;16.2;0.4;24.45;9.311.672.543.579.720;Good
Canada;ES030ESPFTACC574035;River;11/07/2020;0.05;2.0;11.684.103.383.014.400;0.05;853.333;16.5;0.4;0.2;9.319.563.609.066.550;Good
Canada;ES040ESPF000400277;River;12/07/2020;0.05;2.0;11.684.103.383.014.400;0.05;6.8;195.625;0.4;0.605625;100.0;Excellent
Canada;ES060ESBTMD5235;River;13/07/2020;20.0;213.333;9.824;0.061;68.663;17.9;0.4;33.8;5.374.292.850.625.200;Marginal
Canada;ES080ESPFES080-JU199;River;14/07/2020;0.046;2.0;11.684.103.383.014.400;0.061;8.57;1.456.774.242;0.4;5.775;8.634.872.371.435.940;Good
Canada;ES091ESBT230940004;River;15/07/2020;0.02;2.0;10.9;0.05;846.752;13.1;0.4;30.0;100.0;Excellent
Canada;ES091ESBT240810002;River;16/07/2020;0.2;213.333;9.824;0.061;5.6;11.7;0.4;30.0;9.311.672.543.579.720;Good
Canada;ES063ESBTAA00GB5087;River;17/07/2020;0.05;2.0;9.7;0.05;6.4;18.8;0.4;1.0;100.0;Excellent
Canada;ES080ESBT08-108-CA002;River;18/07/2020;0.046;2.0;10.9;0.265;8.2;17.6;0.4;4.0;8.331.805.678.349.920;Good
Canada;ES091ESBT251220048;River;19/07/2020;0.2;213.333;9.824;0.061;87.033;16.8;0.4;30.0;863.428.033.757.854;Good
Canada;ES060ESBTC-06-12-002;River;20/07/2020;0.05;213.333;9.824;0.061;6.5;17.35;0.4;18.05;9.311.672.543.579.720;Good
Canada;ES060ESBTMD5232;River;21/07/2020;0.02;2.0;10.6;0.226;7.025;13.3;0.4;30.0;8.524.276.084.076.560;Good
Canada;ES091ESBT270860008;River;22/07/2020;0.02;213.333;9.824;0.061;68.114;9.7;0.4;0.5;9.311.672.543.579.720;Good
Canada;ES080ESPFES080-JU062;River;23/07/2020;0.05;2.0;8.268.888.889;0.061;7.25;16.8;0.4;4.004.444.444;9.311.672.543.579.720;Good
Canada;ES091ESBT351110006;River;24/07/2020;0.2;5.0;9.824;0.2;78.756;10.7;0.4;5.0;8.659.700.897.114.690;Good
Canada;ES080ESBT08-123-CA052;River;25/07/2020;0.046;2.53;9.3;0.88;6.54;18.4;0.4;6.9;6.580.466.122.035.780;Fair
Canada;ES091ESBT270830044;River;26/07/2020;0.02;213.333;9.824;0.061;7.7;11.95;0.4;30.0;9.311.672.543.579.720;Good
Canada;ES020ESPF004300688;River;27/07/2020;0.1;5.0;8.256.666.667;0.2;7.79;10.9;0.4;0.3;8.659.700.897.114.690;Good
Canada;ES080ESBT08-129-CA812;River;28/07/2020;0.046;2.0;11.684.103.383.014.400;0.061;7.79;18.2;0.4;45.0;9.311.672.543.579.720;Good
Canada;ES091ESBT240680008;River;29/07/2020;0.2;213.333;9.824;0.061;7.79;12.1;0.4;30.0;9.311.672.543.579.720;Good
Canada;ES080ESBT08-112-CA027;River;30/07/2020;0.046;2.59;9.9;0.061;7.79;13.2;0.4;0.5;9.311.672.543.579.720;Good
Canada;ES060ESPFMA095;River;31/07/2020;35.795;3.805;11.684.103.383.014.400;1.39;7.79;14.3;0.4;4.05;5.553.984.885.933.830;Marginal
Canada;ES060ESBTMD5237;River;01/08/2020;0.046;5.0;9.5;0.05;7.79;19.2;0.4;59.0;9.304.098.847.177.350;Good
Canada;ES020ESPF004300479;River;02/08/2020;0.1;5.0;7.895;0.2;7.79;15.0;0.4;7.2;8.659.700.897.114.690;Good
Canada;ES110MSBT2005M1Q1;River;03/08/2020;0.2;2.99;10.2;0.2;7.79;89.0;0.4;5.0;7.720.976.586.510.630;Fair
Canada;ES070ESBTAB070029;River;04/08/2020;20.0;2.0;10.3;0.142;7.79;12.5;0.4;5.2;533.464.106.486.418;Marginal
Canada;ES020ESPF004300245;River;05/08/2020;0.1;17.25;8.318;1.56;7.79;18.42;0.4;0.3;5.583.399.668.474.360;Marginal
Canada;ES080ESPFES080-JU019;River;06/08/2020;0.05;2.0;87.425;0.367375;7.79;18.15;0.4;44.86;78.898.261.841.516;Fair
Canada;ES060ESBTMD5231;River;07/08/2020;0.046;5.0;10.2;0.05;7.79;15.9;0.4;45.0;100.0;Excellent
Canada;ES020ESPF004300358;River;08/08/2020;0.1;5.0;9.53;0.2;7.79;12.75;0.4;0.3;8.659.700.897.114.690;Good
Canada;ES060ESPFMA039;River;09/08/2020;0.05;2.0;9.65;0.05;7.79;18.25;0.4;3.355;100.0;Excellent
Canada;ES063ESBTAA0010085;River;10/08/2020;0.05;213.333;9.824;0.061;8.0;18.4;0.4;37.0;9.311.672.543.579.720;Good
Canada;ES060ESBT310137;River;11/08/2020;0.05;5.0;10.2;0.05;7.9;23.1;0.4;1.0;100.0;Excellent
Canada;ES010ESBTMS058SUB;River;13/08/2020;0.05;6.6;9.77;0.061;7.94;14.7;0.4;1.58;8.630.894.396.413.900;Good
Canada;ES030ESPFTA48801002;River;14/08/2020;0.1;2.0;9.566.666.667;0.1;7.75;1.443.333.333;0.4;5.0;9.187.448.244.207.810;Good
Canada;ES060ESBT1742-2-0095;River;15/08/2020;0.05;10.0;9.824;1.733.333.333;7.7;17.1;0.4;7.05;5.510.446.599.268.740;Marginal
Canada;ES010ESBTMS054SUB;River;16/08/2020;0.05;6.3;9.17;0.23;8.45;13.4;0.4;1.0;8.085.522.143.614.520;Good
Canada;ES091ESBT321330002;River;17/08/2020;0.2;213.333;9.65;3.84;7.75;16.0;0.4;30.0;4.969.212.234.255.170;Marginal
Canada;ES110MSBT1814M1Q2;River;18/08/2020;0.67;213.333;9.824;0.266666667;7.79;12.0;0.4;43.75;7.885.567.666.734.530;Fair
Canada;ES030ESPFTA67614004;River;19/08/2020;0.1;213.333;10.645;0.15;8.15;15.01;0.4;96.125;8.930.746.921.663.360;Good
Canada;ES010ESBTMS053SUB;River;20/08/2020;0.1;5.0;9.07;0.2;7.7;17.5;0.4;0.3;8.659.700.897.114.690;Good
Canada;ES020ESPF004300526;River;21/08/2020;0.67;213.333;83.175;0.061;7.95;18.55;0.4;1.666.666.667;8.614.998.894.140.050;Good
Canada;ES020ESPF004300243;River;22/08/2020;105.375;5.0;11.684.103.383.014.400;0.505;7.8;14.66;0.4;15.35;7.017.596.102.429.650;Fair
Canada;ES100ESBT08093-0003;River;23/08/2020;20.0;213.333;9.824;0.061;7.65;10.65;0.4;5.0;5.374.292.850.625.200;Marginal
Canada;ES100ESBT17184-0016;River;24/08/2020;20.0;213.333;9.824;0.061;7.9;12.0;0.4;11.775;5.374.292.850.625.200;Marginal
Canada;ES010ESBTMS041SUB;River;25/08/2020;0.2;213.333;9.824;0.061;8.15;18.3;0.4;30.0;9.311.672.543.579.720;Good
Canada;ES010ESBTMS033SUB;River;26/08/2020;0.67;213.333;7.74;0.061;7.8;13.9;0.4;25.1;8.614.998.894.140.050;Good
Canada;ES080ESBT08-130-CA151;River;27/08/2020;0.058;213.333;1.0;24.27;61.517;19.3;0.4;33.7;43.249.615.271.821.500;Poor
Canada;ES091ESBT250650014;River;28/08/2020;0.02;213.333;9.824;0.061;6.445;12.45;0.4;30.0;9.311.672.543.579.720;Good
Canada;ES080ESBT08-134-CA002;River;29/08/2020;0.046;2.0;9.9;0.081;63.667;18.0;0.4;8.0;9.262.810.701.211.840;Good
Canada;ES060ESPFMA125;River;30/08/2020;0.05;2.0;9.15;0.201;6.75;14.65;0.4;4.45;8.654.398.413.264.830;Good
Canada;ES080ESBT08-102-CA004;River;31/08/2020;0.046;2.0;9.9;0.092;8.49;12.8;0.4;3.5;9.221.758.293.345.420;Good
Canada;ES020ESPF004300350;River;01/09/2020;0.1;5.0;8.125;0.2;8.23;15.5;0.4;5.033.333.333;8.659.700.897.114.690;Good
Canada;ES091ESBT321080001;River;02/09/2020;0.2;5.0;12.04;0.79;6.345;14.3;0.4;30.0;6.739.758.214.186.820;Fair
Canada;ES080ESPFES080-JU187;River;03/09/2020;0.046;2.6;8.395;0.061;7.79;19.3;0.4;4.0;9.311.672.543.579.720;Good
Canada;ES091ESBT240730007;River;04/09/2020;0.2;213.333;9.824;0.061;65.817;12.75;0.4;30.0;9.311.672.543.579.720;Good
Canada;ES020ESPF004300423;River;05/09/2020;0.1;5.0;7.99;0.2;63.867;16.625;0.4;3.333.333.333;8.659.700.897.114.690;Good
Canada;ES020ESPF004300396;River;06/09/2020;0.136666667;5.0;11.684.103.383.014.400;0.2;7.79;15.0;0.4;1.666.666.667;8.659.700.897.114.690;Good
Canada;ES020ESPF004300685;River;07/09/2020;0.1;5.0;9.824;0.2;63.729;1.043.333.333;0.4;0.3;8.659.700.897.114.690;Good
Canada;ES080ESBT08-130-CA003;River;09/09/2020;0.046;2.0;8.423.333.333;0.061;8.09;18.85;0.4;26.15;9.311.672.543.579.720;Good
Canada;ES080ESBT08-149-CA166;River;10/09/2020;0.046;213.333;9.824;0.061;65.302;18.8;0.4;118.0;8.437.181.501.546.620;Good
Canada;ES080ESBT08-160-CA009;River;11/09/2020;0.046;2.0;10.8;0.05;7.08;20.3;0.4;17.0;100.0;Excellent
Canada;ES080ESPFES080-JU035;River;12/09/2020;0.05;2.0;9.566.666.667;0.061;799.167;16.6;0.4;7.733.333.333;9.311.672.543.579.720;Good
Canada;ES010ESBTMS032SUB;River;13/09/2020;20.0;5.0;9.824;0.2;761.167;20.0;0.4;13.9;5.307.692.186.833.520;Marginal
Canada;ES091ESBT321280007;River;14/09/2020;0.2;5.0;9.824;0.04;755.333;12.4;0.4;5.0;100.0;Excellent
Canada;ES020ESPF004300502;River;15/09/2020;0.1;5.0;11.684.103.383.014.400;0.2;7.625;1.376.666.667;0.4;0.3;8.659.700.897.114.690;Good
Canada;ES080ESBT08-130-CA150;River;16/09/2020;0.046;5.0;11.684.103.383.014.400;0.04;80.225;22.7;0.4;6.3;100.0;Excellent
Canada;ES030ESPFTA70414002;River;17/09/2020;0.123333333;32.0;8.283.333.333;0.116333333;747.583;23.6;0.4;7.333.333.333;7.703.016.452.770.010;Fair
Canada;ES080ESBT08-149-CA167;River;18/09/2020;0.046;5.0;9.824;0.51;806.667;18.1;0.4;90.0;7.018.533.943.798.450;Fair
Canada;ES030ESBTCA03000034;River;19/09/2020;0.046;5.0;9.824;0.2;780.833;17.95;0.4;2.735;8.659.700.897.114.690;Good
Canada;ES014ESBT14-GW-0150;River;20/09/2020;0.046;5.0;9.326.666.667;0.2;732.667;17.95;0.4;23.5;8.659.700.897.114.690;Good
Canada;ES030ESBTCA03000114;River;21/09/2020;0.046;1.158.571.429;9.824;1.214.285.714;768.333;1.466.666.667;0.4;3.653.333.333;5.906.540.328.544.070;Marginal
Canada;ES010ESBTMS052SUB;River;22/09/2020;0.046;6.1;6.29;0.069;806.667;16.7;0.4;4.0;8.626.649.627.014.760;Good
Canada;ES040ESPF000400084;River;23/09/2020;0.249;8.4;7.45;0.06225;7.825;21.75;0.4;4.0;8.607.630.141.321.100;Good
Canada;ES080ESPFES080-JU124;River;24/09/2020;0.05;2.0;10.5;0.05;754.167;12.0;0.4;1.340.795;100.0;Excellent
Canada;ES030ESBTCA03000038;River;25/09/2020;0.046;2.0;12.0;0.05;753.167;15.9;0.4;0.5;100.0;Excellent
Canada;ES030ESBTCA03000205;River;26/09/2020;0.046;5.0;9.3;0.04;793.333;10.8;0.4;0.5;100.0;Excellent
Canada;ES091ESBT331120018;River;27/09/2020;0.2;5.0;2.4;0.34;750.833;11.2;0.4;5.0;7.999.421.784.360.720;Fair
Canada;ES080ESPFES080-JU139;River;28/09/2020;0.05;2.0;9.333.333.333;0.05;7.835;16.0;0.4;3.867.936;100.0;Excellent
Canada;ES100ESBT08169-0320;River;29/09/2020;0.05;2.0;11.684.103.383.014.400;0.05;786.667;15.0;0.4;0.9;100.0;Excellent
Canada;ES100ESPF110021000;River;30/09/2020;0.2;213.333;9.824;20.0;734.917;12.0;0.4;5.096.666.667;4.232.011.610.599.370;Poor
Canada;ES100ESBT17226-0008;River;01/10/2020;20.0;213.333;10.6;0.06;839.286;18.6;0.4;15.9;53.747.978.531.687.200;Marginal
Canada;ES070ESBTABSB068;River;02/10/2020;0.1;213.333;9.824;0.061;803.333;22.1;0.4;22.0;9.311.672.543.579.720;Good
Canada;ES100ESBT08169-0321;River;03/10/2020;20.0;213.333;9.824;0.061;7.95;12.0;0.4;5.0;5.374.292.850.625.200;Marginal
Canada;ES020ESPF004300351;River;04/10/2020;0.136;5.0;8.985;0.2;7.63;12.825;0.4;7.433.333.333;8.659.700.897.114.690;Good
Canada;ES030ESPFTA57510003;River;05/10/2020;0.05;2.0;8.5;0.059;8.1;22.0;0.4;9.0;9.314.237.274.794.420;Good
Canada;ES070ESBTCA07NI-52;River;06/10/2020;0.2;2.0;8.6;0.05;768.667;29.5;0.4;0.8;9.314.237.274.794.420;Good
Canada;ES080ESPFES080-JU014;River;07/10/2020;0.05;2.0;9.566.666.667;0.061;800.917;2.073.333.333;0.4;1.0;9.311.672.543.579.720;Good
Canada;ES030ESPFTAGU5870BA;River;08/10/2020;0.05;213.333;8.55;0.05;7.9;21.0;0.4;0.2;100.0;Excellent
Canada;ES080ESPFES080-JU127;River;09/10/2020;0.05;2.0;11.684.103.383.014.400;0.05;7.6;1.566.666.667;0.4;1.613.666.667;100.0;Excellent
Canada;ES030ESPFTACU5390BA;Lake;10/10/2020;0.05;213.333;8.4;0.05;778.333;19.0;0.4;0.68875;100.0;Excellent
Canada;ES020ESPF004300371;River;11/10/2020;0.1;5.0;82.125;0.2;769.167;13.925;0.4;2.343.333.333;8.659.700.897.114.690;Good
Canada;ES060ESBTMD5213;River;12/10/2020;0.05;213.333;11.684.103.383.014.400;1.33;796.667;15.2;0.4;4.8;6.010.534.405.554.520;Marginal
Canada;ES030ESPFTACU5620BA;River;13/10/2020;0.05;213.333;10.725;0.05;7.79;23.625;0.4;0.4;100.0;Excellent
Canada;ES080ESPFES080-JU459;River;14/10/2020;0.05;2.3;10.1;0.061;7.79;1.873.333.333;0.4;4.366.666.667;9.311.672.543.579.720;Good
Canada;ES020ESPF004300601;River;15/10/2020;0.167666667;5.0;8.94;0.2;805.667;1.246.666.667;0.4;4.523.333.333;821.420.583.695.132;Good
Canada;ES060ESBTC-06-05-001;River;16/10/2020;0.13;213.333;9.5;0.05;760.833;13.2;0.4;37.3;100.0;Excellent
Canada;ES100ESPF200033000;River;17/10/2020;0.05;2.0;5.7;0.05;8.36;14.0;0.4;10.0;100.0;Excellent
Canada;ES100ESPF200037000;River;18/10/2020;20.0;213.333;8.24;0.2;7.95;12.0;0.4;12.95;5.307.692.186.833.520;Marginal
Canada;ES020ESPF004300790;River;19/10/2020;0.1;5.0;99.725;0.2;6.321;12.85;0.4;5.416.666.667;8.659.700.897.114.690;Good
Canada;ES110MSBT2101M1Q2;River;20/10/2020;0.13;213.333;9.1;0.08;8.3;10.5;0.4;1.0;9.266.119.662.650.430;Good
Canada;ES020ESPF004300380;River;21/10/2020;0.1;5.0;11.684.103.383.014.400;0.2;797.586;1.533.333.333;0.4;0.715;8.659.700.897.114.690;Good
Canada;ES070ESBTCA07000010;River;22/10/2020;0.2;5.0;8.18;0.2;7.79;18.9;0.4;29.4;8.659.700.897.114.690;Good
Canada;ES020ESPF004300756;River;23/10/2020;0.1;5.0;10.18;0.2;7.79;1.096.666.667;0.4;0.9;8.659.700.897.114.690;Good
Canada;ES020ESPF004300692;River;24/10/2020;0.303333333;5.0;8.565;0.473333333;773.077;15.175;0.4;5.366.666.667;7.516.510.968.342.750;Fair
Canada;ES091ESBT261740011;River;25/10/2020;0.13;213.333;8.7;0.05;789.917;19.9;0.4;36.8;100.0;Excellent
Canada;ES091ESBT231280011;River;26/10/2020;0.858333333;5.0;11.684.103.383.014.400;1.203.333.333;7.475;11.45;0.4;22.0;43.349.631.164.174.700;Poor
Canada;ES020ESPF004300377;River;27/10/2020;0.131666667;5.0;11.684.103.383.014.400;0.2;777.958;13.05;0.4;2.113.333.333;8.659.700.897.114.690;Good
Canada;ES091ESBT210870273;River;28/10/2020;0.05;2.0;8.5;0.02;818.333;17.0;0.4;0.200000003;100.0;Excellent
Canada;ES030ESPFTACC5995BA;River;29/10/2020;0.05;213.333;8.014.285.714;0.05;784.267;2.085.714.286;0.4;2.871.428.571;100.0;Excellent
Canada;ES030ESPFTACC5993BA;River;30/10/2020;0.05;213.333;8.45;0.05;794.167;21.875;0.4;0.71;100.0;Excellent
Canada;ES091ESBT251220014;River;31/10/2020;0.1;5.0;9.824;0.2;7.875;15.8;0.4;42.15;8.659.700.897.114.690;Good
Canada;ES091ESBT210870283;River;01/11/2020;1.37;5.0;8.2;0.2;7.79;18.7;0.4;1.0;787.287.537.048.885;Fair
Canada;ES091ESBT261250018;River;02/11/2020;0.1;5.0;9.824;0.2;815.833;16.8;0.4;45.75;8.211.917.861.722.480;Good
Canada;ES020ESPF004300356;River;03/11/2020;0.391666667;5.0;83.425;0.2;761.667;11.45;0.4;0.456666667;8.659.700.897.114.690;Good
Canada;ES0912027;River;04/11/2020;0.13;213.333;9.6;0.05;753.231;9.5;0.4;1.0;100.0;Excellent
Canada;ES030ESPFTACC5730BA;River;05/11/2020;0.05;213.333;11.684.103.383.014.400;0.05;7.525;2.114.285.714;0.4;0.785714286;100.0;Excellent
Canada;ES030ESPFTACC5960BA;River;06/11/2020;0.05;213.333;9.714.285.714;0.05;8.075;2.371.428.571;0.4;1.861.428.571;100.0;Excellent
Canada;ES020ESPF004300409;River;07/11/2020;0.05;5.0;7.735;0.2;7.84;18.85;0.4;9.333.333.333;8.659.700.897.114.690;Good
Canada;ES040ESPF000400502;River;08/11/2020;0.13;213.333;8.5;0.05;770.583;18.0;0.4;1.0;100.0;Excellent
Canada;ES014ESBT14-GW-0500;River;09/11/2020;20.0;213.333;7.9;0.061;781.417;13.6;0.4;17.7;5.374.292.850.625.200;Marginal
Canada;ES091ESBT321370024;River;10/11/2020;0.2;3.6;9.34;0.061;7.545;16.1;0.4;51.0;8.629.149.258.576.990;Good
Canada;ES040ESPF000400571;River;11/11/2020;0.13875;5.825;9.185.855.263;0.2;832.917;2.379.705.882;0.4;2.562.625;8.659.700.897.114.690;Good
Canada;ES091ESBT210870274;River;12/11/2020;0.13;213.333;9.824;0.061;6.75;15.4;0.4;30.0;9.311.672.543.579.720;Good
Canada;ES091ESBT331540070;River;13/11/2020;20.0;213.333;9.824;0.061;7.975;17.3;0.4;29.3;5.374.292.850.625.200;Marginal
Canada;ES091ESBT331450026;River;15/11/2020;0.4;4.9;8.3;0.061;7.875;17.5;0.4;32.2;9.311.672.543.579.720;Good
Canada;ES091ESBT331510069;River;16/11/2020;0.2;213.333;9.824;0.061;771.667;19.15;0.4;72.2;8.589.422.462.532.860;Good
Canada;ES091ESBT331470031;River;18/11/2020;0.2;213.333;9.824;0.061;746.667;20.1;0.4;41.2;9.311.672.543.579.720;Good
Canada;ES060ESPFMA00MD0162;River;19/11/2020;23.645;4.81;1.29;20.0;7.66;20.25;0.4;1.275;4.215.480.548.750.220;Poor
Canada;ES040ESPF000400582;River;20/11/2020;0.046;4.6;8.5;0.061;800.833;25.6;0.4;1.0;8.634.277.131.652.770;Good
Canada;ES091ESBT341450070;River;21/11/2020;0.2;213.333;9.824;0.061;7.79;17.4;0.4;146.8;8.317.365.431.991.090;Good
Canada;ES100ESBT08089-0023;River;22/11/2020;20.0;213.333;9.6;0.05;7.79;19.3;0.4;5.0;553.271.484.726.813;Marginal
Canada;ES091ESBT341530018;River;23/11/2020;0.2;213.333;9.9;0.07;7.79;18.5;0.4;36.7;9.294.536.853.574.490;Good
Canada;ES091ESBT351450004;River;24/11/2020;0.2;2.0;9.824;0.061;7.79;20.3;0.4;73.8;8.585.418.636.641.550;Good
Canada;ES100ESBT08056-0010;River;25/11/2020;20.0;213.333;9.824;0.061;7.79;20.2;0.4;21.1;5.374.292.850.625.200;Marginal
Canada;ES070ESBTAB070018;River;26/11/2020;0.2;213.333;9.824;0.05;7.79;17.8;0.4;74.6;9.256.352.285.282.940;Good
Canada;ES070ESBTCA0734003;River;27/11/2020;0.2;6.1;9.1;0.38;7.79;29.5;0.4;77.8;6.484.353.161.236.560;Marginal
Canada;ES070ESBTCA0733002;River;28/11/2020;0.2;213.333;9.824;0.061;7.79;18.8;0.4;80.3;8.567.927.390.476.170;Good
Canada;ES100ESBT08089-0022;River;29/11/2020;20.0;213.333;9.824;0.061;7.79;19.8;0.4;5.0;5.374.292.850.625.200;Marginal
Canada;ES091ESBT321370007;River;30/11/2020;0.2;213.333;9.824;0.061;7.79;19.5;0.4;135.6;8.365.164.751.740.220;Good
Canada;ES091ESBT321370003;River;01/12/2020;0.5;213.333;9.824;0.061;7.79;17.2;0.4;48.0;8.632.481.481.076.440;Good
Canada;ES091ESBT341080009;River;02/12/2020;0.3;213.333;9.824;0.061;7.79;16.4;0.4;30.0;9.311.672.543.579.720;Good
Canada;ES030ESPFTACC598249;River;03/12/2020;0.3;213.333;9.824;0.061;7.79;16.1;0.4;5.0;9.311.672.543.579.720;Good
Canada;ES080ESPFES080-JU037;River;04/12/2020;0.05;2.0;8.3;0.05;7.79;20.0;0.4;13.0;100.0;Excellent
Canada;ES100ESBT08110-0010;River;05/12/2020;20.0;213.333;9.824;0.061;7.79;21.1;0.4;69.6;5.117.518.553.959.990;Marginal
Canada;ES100ESBT08082-0026;River;06/12/2020;20.0;213.333;9.824;0.061;7.79;16.8;0.4;5.0;5.374.292.850.625.200;Marginal
Canada;ES080ESPFES080-JU011;River;07/12/2020;0.046;2.55;9.85;0.061;7.79;16.2;0.4;4.85;9.311.672.543.579.720;Good
Canada;ES030ESPFTACU5620BA;River;08/12/2020;0.046;2.0;9.4;0.061;7.79;24.1;0.4;6.3;9.311.672.543.579.720;Good
Canada;ES070ESBTAB070005;River;09/12/2020;20.0;213.333;9.824;0.061;7.79;18.3;0.4;12.8;5.374.292.850.625.200;Marginal
Canada;ES0911446;River;10/12/2020;0.13;213.333;10.0;0.05;7.79;13.2;0.4;1.3;100.0;Excellent
